,,Curriculum,,Normal,
861,,0.021,,0.47,0.47
862,,0.012,,0.14,0.14
863,,0.174,,0.12,0.12
864,,0.016,,0.147,0.147
865,,0.089,,0.316,0.316
866,,0.024,,0.241,0.241
867,,0.01,,0.113,0.113
868,,0.139,,0.062,0.062
869,,0.024,,0.338,0.338
870,,0.02,,0.189,0.189
871,,0.186,,0.23,0.23
872,,0.097,,1.038,1.038
873,,0.016,,0.22,0.22
874,,0.039,,0.061,0.061
875,,0.037,,0.368,0.368
876,,0.056,,0.158,0.158
877,,0.03,,0.083,0.083
878,,0.03,,0.266,0.266
879,,0.027,,0.173,0.173
880,,0.022,1.069,0.146,0.146
881,,0.166,,0.156,0.156
882,,0.045,,0.204,0.204
883,,0.095,,0.169,0.169
884,,0.024,,0.143,0.143
885,,0.018,,0.082,0.082
886,,0.04,,0.081,0.081
887,,0.02,,0.161,0.161
888,,0.016,,0.233,0.233
889,,0.044,,0.064,0.064
890,,0.043,,0.339,0.339
891,,0.049,,0.39,0.39
892,,0.014,,0.12,0.12
893,,0.017,,0.1,0.1
894,,0.035,,0.247,0.247
895,,0.11,,0.083,0.083
896,,0.077,,0.115,0.115
897,,0.025,,0.095,0.095
898,,0.07,,0.104,0.104
899,,0.313,,0.087,0.087
900,,0.025,1.246,0.103,0.103
901,,0.009,,0.021,0.021
902,,0.107,,0.285,0.285
903,,0.018,,0.115,0.115
904,,0.037,,0.156,0.156
905,,0.114,,0.09,0.09
906,,0.137,,0.03,0.03
907,,0.028,,0.195,0.195
908,,0.012,,0.492,0.492
909,,0.044,,0.037,0.037
910,,0.035,,0.235,0.235
911,,0.062,,0.056,0.056
912,,0.078,,0.136,0.136
913,,0.054,,0.066,0.066
914,,0.066,,0.05,0.05
915,,0.056,,0.265,0.265
916,,0.012,,0.069,0.069
917,,0.059,,0.065,0.065
918,,0.022,,0.104,0.104
919,,0.047,,0.049,0.049
920,,0.03,1.027,0.257,0.257
921,,0.054,,0.074,0.074
922,,0.148,,0.291,0.291
923,,0.03,,0.055,0.055
924,,0.028,,0.442,0.442
925,,0.105,,0.083,0.083
926,,0.015,,0.011,0.011
927,,0.06,,0.086,0.086
928,,0.036,,0.154,0.154
929,,0.154,,0.182,0.182
930,,0.008,,0.035,0.035
931,,0.075,,0.53,0.53
932,,0.261,,0.131,0.131
933,,0.037,,0.132,0.132
934,,0.02,,0.105,0.105
935,,0.023,,0.9,0.9
936,,0.029,,0.161,0.161
937,,0.043,,0.44,0.44
938,,0.011,,0.173,0.173
939,,0.014,,0.226,0.226
940,,0.06,1.211,0.274,0.274
941,,0.096,,0.509,0.509
942,,0.085,,0.218,0.218
943,,0.022,,0.219,0.219
944,,0.066,,0.074,0.074
945,,0.024,,0.369,0.369
946,,0.012,,0.327,0.327
947,,0.313,,0.419,0.419
948,,0.091,,0.19,0.19
949,,0.171,,0.154,0.154
950,,0.023,,0.155,0.155
951,,0.042,,0.09,0.09
952,,0.203,,0.095,0.095
953,,0.025,,0.106,0.106
954,,0.113,,0.113,0.113
955,,0.09,,0.2,0.2
956,,0.119,,0.093,0.093
957,,0.096,,0.388,0.388
958,,0.034,,0.057,0.057
959,,0.02,,0.081,0.081
960,,0.033,1.678,0.177,0.177
961,,0.015,,0.285,0.285
962,,0.082,,0.166,0.166
963,,0.06,,0.174,0.174
964,,0.313,,0.079,0.079
965,,0.022,,0.106,0.106
966,,0.014,,0.202,0.202
967,,0.018,,0.182,0.182
968,,0.118,,0.162,0.162
969,,0.139,,0.141,0.141
970,,0.035,,0.115,0.115
971,,0.037,,0.084,0.084
972,,0.026,,0.145,0.145
973,,0.028,,0.273,0.273
974,,0.037,,0.108,0.108
975,,0.367,,0.227,0.227
976,,0.058,,0.271,0.271
977,,0.038,,0.082,0.082
978,,0.1,,0.373,0.373
979,,0.096,,0.192,0.192
980,,0.051,1.654,0.057,0.057
981,,0.037,,0.168,0.168
982,,0.114,,0.505,0.505
983,,0.048,,0.584,0.584
984,,0.053,,0.029,0.029
985,,0.058,,0.052,0.052
986,,0.086,,0.095,0.095
987,,0.048,,0.126,0.126
988,,0.243,,0.078,0.078
989,,0.02,,0.215,0.215
990,,0.016,,0.04,0.04
991,,0.094,,0.105,0.105
992,,0.106,,0.066,0.066
993,,0.104,,0.119,0.119
994,,0.059,,0.047,0.047
995,,0.066,,0.165,0.165
996,,0.049,,0.082,0.082
997,,0.02,,0.076,0.076
998,,0.003,,0.148,0.148
999,,0.015,,0.1,0.1
1000,,0.101,1.34,465.701,0.093
1001,,0.055,,0.093,0.093
1002,,0.014,,0.073,0.073
1003,,0.298,,0.122,0.122
1004,,0.144,,0.029,0.029
1005,,0.003,,0.408,0.408
1006,,0.033,,0.217,0.217
1007,,0.074,,0.065,0.065
1008,,0.139,,0.077,0.077
1009,,0.035,,0.054,0.054
1010,,0.052,,0.258,0.258
1011,,0.151,,0.015,0.015
1012,,0.023,,0.256,0.256
1013,,0.066,,0.221,0.221
1014,,0.062,,0.109,0.109
1015,,0.039,,0.061,0.061
1016,,0.022,,0.511,0.511
1017,,0.025,,0.221,0.221
1018,,0.249,,0.114,0.114
1019,,0.398,,0.156,0.156
1020,,0.262,2.144,0.04,0.04
1021,,0.028,,0.206,0.206
1022,,0.077,,0.168,0.168
1023,,0.009,,0.079,0.079
1024,,0.052,,0.115,0.115
1025,,0.036,,0.063,0.063
1026,,0.095,,0.182,0.182
1027,,0.036,,0.147,0.147
1028,,0.408,,0.268,0.268
1029,,0.055,,0.09,0.09
1030,,0.023,,0.163,0.163
1031,,0.1,,0.195,0.195
1032,,0.161,,0.256,0.256
1033,,0.057,,0.205,0.205
1034,,0.059,,0.298,0.298
1035,,0.032,,0.043,0.043
1036,,0.239,,0.215,0.215
1037,,0.044,,0.061,0.061
1038,,0.016,,0.107,0.107
1039,,0.189,,0.148,0.148
1040,,0.302,2.018,0.065,0.065
1041,,0.025,,0.124,0.124
1042,,0.02,,0.102,0.102
1043,,0.046,,0.12,0.12
1044,,0.023,,0.018,0.018
1045,,0.052,,0.108,0.108
1046,,0.092,,0.073,0.073
1047,,0.037,,0.075,0.075
1048,,0.049,,0.1,0.1
1049,,0.046,,0.038,0.038
1050,,0.024,,0.141,0.141
1051,,0.059,,0.019,0.019
1052,,0.047,,0.2,0.2
1053,,0.022,,0.044,0.044
1054,,0.009,,0.035,0.035
1055,,0.132,,0.015,0.015
1056,,0.059,,0.225,0.225
1057,,0.07,,0.081,0.081
1058,,0.014,,0.076,0.076
1059,,0.06,,0.131,0.131
1060,,0.036,0.922,0.53,0.53
1061,,0.031,,0.353,0.353
1062,,0.017,,0.197,0.197
1063,,0.027,,0.281,0.281
1064,,0.271,,0.763,0.763
1065,,0.007,,0.072,0.072
1066,,0.195,,0.131,0.131
1067,,0.039,,0.235,0.235
1068,,0.21,,0.181,0.181
1069,,0.049,,0.22,0.22
1070,,0.028,,0.103,0.103
1071,,0.213,,0.494,0.494
1072,,0.368,,0.19,0.19
1073,,0.147,,0.126,0.126
1074,,0.095,,0.092,0.092
1075,,0.071,,0.127,0.127
1076,,0.042,,0.143,0.143
1077,,0.03,,0.09,0.09
1078,,0.07,,0.095,0.095
1079,,0.446,,0.152,0.152
1080,,0.149,2.505,0.12,0.12
1081,,0.138,,0.079,0.079
1082,,0.248,,0.048,0.048
1083,,0.078,,0.314,0.314
1084,,0.053,,0.033,0.033
1085,,0.084,,0.115,0.115
1086,,0.029,,0.119,0.119
1087,,0.038,,0.089,0.089
1088,,0.076,,0.085,0.085
1089,,0.035,,0.067,0.067
1090,,0.275,,0.435,0.435
1091,,0.563,,0.055,0.055
1092,,0.106,,0.046,0.046
1093,,0.073,,0.035,0.035
1094,,0.059,,0.646,0.646
1095,,0.109,,0.047,0.047
1096,,0.127,,0.077,0.077
1097,,0.458,,0.204,0.204
1098,,0.156,,0.19,0.19
1099,,0.273,,0.251,0.251
1100,,0.138,3.116,0.488,0.488
1101,,0.072,,0.105,0.105
1102,,0.058,,0.154,0.154
1103,,0.067,,0.177,0.177
1104,,0.105,,0.087,0.087
1105,,0.055,,0.207,0.207
1106,,0.077,,0.127,0.127
1107,,0.062,,0.112,0.112
1108,,0.042,,0.458,0.458
1109,,0.046,,0.084,0.084
1110,,0.109,,0.043,0.043
1111,,0.052,,0.043,0.043
1112,,0.332,,0.13,0.13
1113,,0.068,,0.238,0.238
1114,,0.208,,0.148,0.148
1115,,0.036,,0.098,0.098
1116,,0.039,,0.271,0.271
1117,,0.055,,0.096,0.096
1118,,0.076,,0.399,0.399
1119,,0.092,,0.034,0.034
1120,,0.103,1.754,0.053,0.053
1121,,0.041,,0.055,0.055
1122,,0.023,,0.026,0.026
1123,,0.023,,0.194,0.194
1124,,0.038,,0.317,0.317
1125,,0.054,,0.155,0.155
1126,,0.014,,0.098,0.098
1127,,0.014,,0.131,0.131
1128,,0.03,,0.368,0.368
1129,,0.043,,0.131,0.131
1130,,0.024,,0.038,0.038
1131,,0.018,,0.112,0.112
1132,,0.012,,0.029,0.029
1133,,0.009,,0.117,0.117
1134,,0.032,,0.066,0.066
1135,,0.104,,0.146,0.146
1136,,0.02,,0.045,0.045
1137,,0.015,,0.287,0.287
1138,,0.022,,0.402,0.402
1139,,0.149,,0.154,0.154
1140,,0.005,0.69,0.087,0.087
1141,,0.004,,0.318,0.318
1142,,0.034,,0.148,0.148
1143,,0.025,,0.136,0.136
1144,,0.007,,0.065,0.065
1145,,0.005,,0.143,0.143
1146,,0.027,,0.274,0.274
1147,,0.023,,0.06,0.06
1148,,0.051,,0.187,0.187
1149,,0.086,,1.582,1.582
1150,,0.014,,0.127,0.127
1151,,0.028,,0.079,0.079
1152,,0.032,,0.103,0.103
1153,,0.013,,0.23,0.23
1154,,0.08,,0.113,0.113
1155,,0.439,,0.14,0.14
1156,,0.029,,0.076,0.076
1157,,0.092,,0.184,0.184
1158,,0.026,,0.244,0.244
1159,,0.052,,0.184,0.184
1160,,0.685,1.752,0.101,0.101
1161,,0.053,,0.084,0.084
1162,,0.166,,0.105,0.105
1163,,0.079,,0.082,0.082
1164,,0.068,,0.227,0.227
1165,,0.157,,0.223,0.223
1166,,0.127,,0.175,0.175
1167,,0.109,,0.124,0.124
1168,,0.064,,0.096,0.096
1169,,0.052,,0.12,0.12
1170,,0.052,,0.391,0.391
1171,,0.19,,0.04,0.04
1172,,0.101,,0.15,0.15
1173,,0.071,,0.073,0.073
1174,,0.06,,0.072,0.072
1175,,0.076,,0.152,0.152
1176,,0.072,,0.033,0.033
1177,,0.107,,0.081,0.081
1178,,0.252,,0.349,0.349
1179,,0.089,,0.125,0.125
1180,,0.042,1.987,0.3,0.3
1181,,0.038,,0.101,0.101
1182,,0.056,,0.151,0.151
1183,,0.051,,0.101,0.101
1184,,0.073,,0.225,0.225
1185,,0.032,,0.083,0.083
1186,,0.067,,0.08,0.08
1187,,0.081,,0.07,0.07
1188,,0.07,,0.166,0.166
1189,,0.09,,0.061,0.061
1190,,0.165,,0.221,0.221
1191,,0.196,,0.237,0.237
1192,,0.399,,0.115,0.115
1193,,0.092,,0.111,0.111
1194,,0.036,,0.059,0.059
1195,,0.04,,0.096,0.096
1196,,0.042,,0.165,0.165
1197,,0.068,,0.136,0.136
1198,,0.116,,0.028,0.028
1199,,0.06,,0.072,0.072
1200,,0.02,1.792,0.075,0.075
1201,,0.112,,0.118,0.118
1202,,0.03,,0.029,0.029
1203,,0.366,,0.027,0.027
1204,,0.089,,0.611,0.611
1205,,0.086,,0.054,0.054
1206,,0.066,,0.104,0.104
1207,,0.169,,0.077,0.077
1208,,0.05,,0.121,0.121
1209,,0.069,,0.089,0.089
1210,,0.028,,0.218,0.218
1211,,0.032,,0.316,0.316
1212,,0.038,,0.032,0.032
1213,,0.533,,0.24,0.24
1214,,0.058,,0.041,0.041
1215,,0.054,,0.084,0.084
1216,,0.043,,0.064,0.064
1217,,0.084,,0.164,0.164
1218,,0.093,,0.047,0.047
1219,,0.031,,0.044,0.044
1220,,0.036,2.067,0.059,0.059
1221,,0.054,,0.039,0.039
1222,,0.097,,0.111,0.111
1223,,0.028,,0.043,0.043
1224,,0.029,,0.078,0.078
1225,,0.168,,0.032,0.032
1226,,0.042,,0.033,0.033
1227,,0.145,,0.082,0.082
1228,,0.081,,0.056,0.056
1229,,0.028,,0.046,0.046
1230,,0.055,,0.129,0.129
1231,,0.141,,0.078,0.078
1232,,0.019,,0.087,0.087
1233,,0.039,,0.013,0.013
1234,,0.207,,0.053,0.053
1235,,0.029,,0.16,0.16
1236,,0.01,,0.112,0.112
1237,,0.064,,0.037,0.037
1238,,0.095,,0.06,0.06
1239,,0.01,,0.214,0.214
1240,,0.019,1.36,0.051,0.051
1241,,0.022,,0.103,0.103
1242,,0.021,,0.033,0.033
1243,,0.056,,0.062,0.062
1244,,0.041,,0.249,0.249
1245,,0.347,,0.091,0.091
1246,,0.011,,0.113,0.113
1247,,0.018,,0.078,0.078
1248,,0.007,,0.08,0.08
1249,,0.018,,0.164,0.164
1250,,0.043,,0.275,0.275
1251,,0.042,,0.068,0.068
1252,,0.018,,0.177,0.177
1253,,0.034,,0.62,0.62
1254,,0.193,,0.113,0.113
1255,,0.029,,0.055,0.055
1256,,0.012,,0.334,0.334
1257,,0.027,,0.051,0.051
1258,,0.175,,0.175,0.175
1259,,0.085,,0.296,0.296
1260,,0.02,1.219,0.381,0.381
1261,,0.011,,0.231,0.231
1262,,0.089,,0.154,0.154
1263,,0.084,,0.143,0.143
1264,,0.05,,0.109,0.109
1265,,0.031,,0.068,0.068
1266,,0.103,,0.218,0.218
1267,,0.024,,0.163,0.163
1268,,0.014,,0.16,0.16
1269,,0.173,,0.065,0.065
1270,,0.034,,0.29,0.29
1271,,0.034,,0.16,0.16
1272,,0.046,,0.075,0.075
1273,,0.027,,0.076,0.076
1274,,0.05,,0.29,0.29
1275,,0.026,,0.125,0.125
1276,,0.019,,0.114,0.114
1277,,0.016,,0.01,0.01
1278,,0.203,,0.042,0.042
1279,,0.229,,0.135,0.135
1280,,0.011,1.274,0.139,0.139
1281,,0.038,,0.198,0.198
1282,,0.014,,0.228,0.228
1283,,0.113,,0.115,0.115
1284,,0.018,,0.076,0.076
1285,,0.023,,0.107,0.107
1286,,0.037,,0.055,0.055
1287,,0.019,,0.091,0.091
1288,,0.025,,0.158,0.158
1289,,0.024,,0.186,0.186
1290,,0.071,,0.051,0.051
1291,,0.011,,0.093,0.093
1292,,0.039,,0.084,0.084
1293,,0.039,,0.41,0.41
1294,,0.023,,0.397,0.397
1295,,0.017,,0.078,0.078
1296,,0.223,,0.039,0.039
1297,,0.028,,0.071,0.071
1298,,0.018,,0.061,0.061
1299,,0.054,,0.177,0.177
1300,,0.014,0.848,0.199,0.199
1301,,0.061,,0.027,0.027
1302,,0.173,,0.316,0.316
1303,,0.051,,0.292,0.292
1304,,0.022,,0.317,0.317
1305,,0.027,,0.165,0.165
1306,,0.027,,0.092,0.092
1307,,0.031,,0.098,0.098
1308,,0.143,,0.361,0.361
1309,,0.011,,0.113,0.113
1310,,0.161,,0.138,0.138
1311,,0.123,,0.248,0.248
1312,,0.062,,0.101,0.101
1313,,0.073,,0.11,0.11
1314,,0.017,,0.106,0.106
1315,,0.044,,0.178,0.178
1316,,0.04,,0.095,0.095
1317,,0.189,,0.358,0.358
1318,,0.03,,0.07,0.07
1319,,0.066,,0.569,0.569
1320,,0.028,1.379,0.295,0.295
1321,,0.017,,0.09,0.09
1322,,0.014,,0.156,0.156
1323,,0.028,,0.082,0.082
1324,,0.011,,0.162,0.162
1325,,0.025,,0.096,0.096
1326,,0.009,,0.137,0.137
1327,,0.106,,0.081,0.081
1328,,0.122,,0.19,0.19
1329,,0.011,,0.411,0.411
1330,,0.013,,0.074,0.074
1331,,0.007,,0.071,0.071
1332,,0.065,,0.047,0.047
1333,,0.176,,0.075,0.075
1334,,0.211,,0.196,0.196
1335,,0.031,,0.039,0.039
1336,,0.049,,0.931,0.931
1337,,0.148,,0.078,0.078
1338,,0.035,,0.175,0.175
1339,,0.049,,0.104,0.104
1340,,0.023,1.15,0.123,0.123
1341,,0.025,,0.079,0.079
1342,,0.136,,0.129,0.129
1343,,0.07,,0.16,0.16
1344,,0.038,,0.107,0.107
1345,,0.01,,0.084,0.084
1346,,0.104,,0.038,0.038
1347,,0.081,,0.154,0.154
1348,,0.089,,0.18,0.18
1349,,0.027,,0.086,0.086
1350,,0.063,,0.165,0.165
1351,,0.02,,0.124,0.124
1352,,0.012,,0.214,0.214
1353,,0.05,,0.077,0.077
1354,,0.146,,0.245,0.245
1355,,0.026,,0.077,0.077
1356,,0.063,,0.125,0.125
1357,,0.035,,0.064,0.064
1358,,0.033,,0.035,0.035
1359,,0.018,,0.056,0.056
1360,,0.006,1.052,0.065,0.065
1361,,0.026,,0.038,0.038
1362,,0.023,,0.053,0.053
1363,,0.074,,0.036,0.036
1364,,0.024,,0.119,0.119
1365,,0.014,,0.037,0.037
1366,,0.402,,0.256,0.256
1367,,0.088,,0.214,0.214
1368,,0.339,,0.243,0.243
1369,,0.036,,0.021,0.021
1370,,0.048,,0.09,0.09
1371,,0.027,,0.024,0.024
1372,,0.077,,0.047,0.047
1373,,0.035,,0.052,0.052
1374,,0.055,,0.087,0.087
1375,,0.042,,0.336,0.336
1376,,0.049,,0.043,0.043
1377,,0.105,,0.059,0.059
1378,,0.052,,0.548,0.548
1379,,0.024,,0.214,0.214
1380,,0.077,1.617,0.039,0.039
1381,,0.061,,0.818,0.818
1382,,0.046,,0.06,0.06
1383,,0.058,,0.08,0.08
1384,,0.12,,0.066,0.066
1385,,0.041,,0.099,0.099
1386,,0.161,,0.081,0.081
1387,,0.042,,0.084,0.084
1388,,0.022,,0.021,0.021
1389,,0.08,,0.068,0.068
1390,,0.055,,0.172,0.172
1391,,0.02,,0.059,0.059
1392,,0.216,,0.055,0.055
1393,,0.112,,0.193,0.193
1394,,0.042,,0.077,0.077
1395,,0.065,,0.163,0.163
1396,,0.064,,0.051,0.051
1397,,0.127,,0.045,0.045
1398,,0.069,,0.06,0.06
1399,,0.064,,0.026,0.026
1400,,0.062,1.527,0.126,0.126
1401,,0.119,,0.049,0.049
1402,,0.082,,0.136,0.136
1403,,0.069,,0.067,0.067
1404,,0.056,,0.096,0.096
1405,,0.119,,0.283,0.283
1406,,0.019,,0.167,0.167
1407,,0.027,,0.127,0.127
1408,,0.117,,0.224,0.224
1409,,0.032,,0.139,0.139
1410,,0.01,,0.038,0.038
1411,,0.036,,0.147,0.147
1412,,0.03,,0.031,0.031
1413,,0.024,,0.193,0.193
1414,,0.019,,0.138,0.138
1415,,0.032,,0.035,0.035
1416,,0.019,,0.137,0.137
1417,,0.033,,0.818,0.818
1418,,0.181,,0.06,0.06
1419,,0.037,,0.041,0.041
1420,,0.006,1.067,0.039,0.039
1421,,0.003,,0.219,0.219
1422,,0.009,,0.183,0.183
1423,,0.059,,0.224,0.224
1424,,0.046,,0.138,0.138
1425,,0.108,,0.551,0.551
1426,,0.002,,0.077,0.077
1427,,0.02,,0.121,0.121
1428,,0.035,,0.189,0.189
1429,,0.013,,0.041,0.041
1430,,0.021,,0.152,0.152
1431,,0.01,,0.11,0.11
1432,,0.011,,0.107,0.107
1433,,0.105,,0.099,0.099
1434,,0.009,,0.166,0.166
1435,,0.002,,0.136,0.136
1436,,0.015,,0.066,0.066
1437,,0.326,,0.116,0.116
1438,,0.207,,0.119,0.119
1439,,0.158,,0.154,0.154
1440,,0.033,1.192,0.055,0.055
1441,,0.008,,0.145,0.145
1442,,0.092,,0.063,0.063
1443,,0.034,,0.945,0.945
1444,,0.135,,0.034,0.034
1445,,0.082,,0.657,0.657
1446,,0.045,,0.061,0.061
1447,,0.051,,0.148,0.148
1448,,0.019,,0.259,0.259
1449,,0.048,,0.157,0.157
1450,,0.053,,0.118,0.118
1451,,0.088,,0.109,0.109
1452,,0.018,,0.138,0.138
1453,,0.015,,0.554,0.554
1454,,0.018,,0.126,0.126
1455,,0.105,,0.117,0.117
1456,,0.04,,0.073,0.073
1457,,0.068,,0.091,0.091
1458,,0.025,,0.115,0.115
1459,,0.036,,0.086,0.086
1460,,0.024,1.004,0.215,0.215
1461,,0.134,,0.029,0.029
1462,,0.035,,0.104,0.104
1463,,0.013,,0.093,0.093
1464,,0.03,,0.264,0.264
1465,,0.016,,0.105,0.105
1466,,0.061,,0.046,0.046
1467,,0.023,,0.06,0.06
1468,,0.045,,0.047,0.047
1469,,0.01,,0.373,0.373
1470,,0.009,,0.043,0.043
1471,,0.018,,0.022,0.022
1472,,0.04,,0.211,0.211
1473,,0.045,,0.121,0.121
1474,,0.01,,0.035,0.035
1475,,0.017,,0.081,0.081
1476,,0.011,,0.106,0.106
1477,,0.017,,0.127,0.127
1478,,0.041,,0.025,0.025
1479,,0.031,,0.07,0.07
1480,,0.019,0.625,0.094,0.094
1481,,0.01,,0.037,0.037
1482,,0.015,,0.083,0.083
1483,,0.01,,0.132,0.132
1484,,0.011,,0.021,0.021
1485,,0.01,,0.094,0.094
1486,,0.005,,0.064,0.064
1487,,0.02,,0.128,0.128
1488,,0.055,,0.055,0.055
1489,,0.009,,0.032,0.032
1490,,0.037,,0.138,0.138
1491,,0.026,,0.176,0.176
1492,,0.098,,0.038,0.038
1493,,0.066,,0.234,0.234
1494,,0.006,,0.101,0.101
1495,,0.252,,0.043,0.043
1496,,0.376,,0.2,0.2
1497,,0.008,,0.544,0.544
1498,,0.05,,0.055,0.055
1499,,0.131,,0.035,0.035
1500,,0.022,1.217,0.039,0.039
1501,,0.126,,0.292,0.292
1502,,0.028,,0.169,0.169
1503,,0.016,,0.096,0.096
1504,,0.133,,0.078,0.078
1505,,0.056,,0.338,0.338
1506,,0.366,,0.252,0.252
1507,,0.284,,0.2,0.2
1508,,0.106,,0.124,0.124
1509,,0.126,,0.056,0.056
1510,,0.287,,0.218,0.218
1511,,0.076,,0.128,0.128
1512,,0.094,,0.136,0.136
1513,,0.046,,0.254,0.254
1514,,0.072,,0.143,0.143
1515,,0.049,,0.223,0.223
1516,,0.03,,0.107,0.107
1517,,0.053,,0.204,0.204
1518,,0.093,,0.201,0.201
1519,,0.162,,0.144,0.144
1520,,0.049,2.252,0.052,0.052
1521,,0.026,,0.066,0.066
1522,,0.057,,0.037,0.037
1523,,0.147,,0.139,0.139
1524,,0.035,,0.178,0.178
1525,,0.062,,0.162,0.162
1526,,0.087,,0.071,0.071
1527,,0.023,,0.032,0.032
1528,,0.028,,0.035,0.035
1529,,0.037,,0.143,0.143
1530,,0.036,,0.031,0.031
1531,,0.012,,0.074,0.074
1532,,0.064,,0.081,0.081
1533,,0.333,,0.157,0.157
1534,,0.072,,0.173,0.173
1535,,0.061,,0.139,0.139
1536,,0.042,,0.03,0.03
1537,,0.019,,0.114,0.114
1538,,0.03,,0.024,0.024
1539,,0.063,,0.278,0.278
1540,,0.065,1.299,0.012,0.012
1541,,0.031,,0.007,0.007
1542,,0.174,,0.154,0.154
1543,,0.027,,0.062,0.062
1544,,0.014,,0.311,0.311
1545,,0.007,,0.017,0.017
1546,,0.005,,0.112,0.112
1547,,0.026,,0.013,0.013
1548,,0.01,,0.102,0.102
1549,,0.245,,0.172,0.172
1550,,0.025,,0.031,0.031
1551,,0.047,,0.105,0.105
1552,,0.012,,0.091,0.091
1553,,0.047,,0.044,0.044
1554,,0.043,,0.027,0.027
1555,,0.045,,0.045,0.045
1556,,0.093,,0.216,0.216
1557,,0.007,,0.56,0.56
1558,,0.01,,0.23,0.23
1559,,0.025,,0.125,0.125
1560,,0.013,0.906,0.067,0.067
1561,,0.006,,0.091,0.091
1562,,0.019,,0.137,0.137
1563,,0.11,,0.205,0.205
1564,,0.002,,0.064,0.064
1565,,0.018,,0.132,0.132
1566,,0.044,,0.084,0.084
1567,,0.004,,0.148,0.148
1568,,0.003,,0.105,0.105
1569,,0.469,,0.142,0.142
1570,,0.327,,0.134,0.134
1571,,0.584,,0.201,0.201
1572,,0.019,,0.024,0.024
1573,,0.128,,0.207,0.207
1574,,0.048,,0.05,0.05
1575,,0.071,,0.13,0.13
1576,,0.048,,0.134,0.134
1577,,0.028,,0.035,0.035
1578,,0.029,,0.054,0.054
1579,,0.038,,0.138,0.138
1580,,0.06,2.055,0.114,0.114
1581,,0.06,,0.114,0.114
1582,,0.066,,0.116,0.116
1583,,0.047,,0.03,0.03
1584,,0.116,,0.033,0.033
1585,,0.083,,0.043,0.043
1586,,0.059,,0.042,0.042
1587,,0.089,,0.124,0.124
1588,,0.046,,0.04,0.04
1589,,0.043,,0.062,0.062
1590,,0.221,,0.047,0.047
1591,,0.065,,0.018,0.018
1592,,0.031,,0.031,0.031
1593,,0.019,,0.068,0.068
1594,,0.023,,0.049,0.049
1595,,0.215,,0.848,0.848
1596,,0.023,,0.036,0.036
1597,,0.077,,0.069,0.069
1598,,0.025,,0.039,0.039
1599,,0.019,,0.053,0.053
1600,,0.04,1.367,0.057,0.057
1601,,0.045,,0.033,0.033
1602,,0.015,,0.075,0.075
1603,,0.034,,0.562,0.562
1604,,0.025,,0.136,0.136
1605,,0.032,,0.026,0.026
1606,,0.014,,0.109,0.109
1607,,0.017,,0.183,0.183
1608,,0.043,,0.095,0.095
1609,,0.011,,0.052,0.052
1610,,0.042,,0.147,0.147
1611,,0.057,,0.172,0.172
1612,,0.015,,0.04,0.04
1613,,0.02,,0.151,0.151
1614,,0.412,,0.035,0.035
1615,,0.038,,0.111,0.111
1616,,0.016,,0.055,0.055
1617,,0.005,,0.043,0.043
1618,,0.046,,0.039,0.039
1619,,0.017,,0.038,0.038
1620,,0.02,0.924,0.139,0.139
1621,,0.067,,0.026,0.026
1622,,0.148,,0.134,0.134
1623,,0.045,,0.054,0.054
1624,,0.109,,0.069,0.069
1625,,0.031,,0.268,0.268
1626,,0.037,,0.184,0.184
1627,,0.014,,0.188,0.188
1628,,0.006,,0.017,0.017
1629,,0.029,,0.072,0.072
1630,,0.09,,0.136,0.136
1631,,0.073,,0.159,0.159
1632,,0.011,,0.258,0.258
1633,,0.007,,0.826,0.826
1634,,0.003,,0.125,0.125
1635,,0.011,,0.102,0.102
1636,,0.007,,0.234,0.234
1637,,0.04,,0.202,0.202
1638,,0.05,,0.497,0.497
1639,,0.087,,0.108,0.108
1640,,0.013,0.878,0.1,0.1
1641,,0.018,,0.083,0.083
1642,,0.003,,0.189,0.189
1643,,0.003,,0.092,0.092
1644,,0.01,,0.103,0.103
1645,,0.032,,0.078,0.078
1646,,0.026,,0.134,0.134
1647,,0.065,,0.182,0.182
1648,,0.007,,0.325,0.325
1649,,0.006,,0.051,0.051
1650,,0.016,,0.147,0.147
1651,,0.004,,0.065,0.065
1652,,0.001,,0.06,0.06
1653,,0.141,,0.109,0.109
1654,,0.031,,0.055,0.055
1655,,0.021,,0.022,0.022
1656,,0.761,,0.051,0.051
1657,,0.042,,0.07,0.07
1658,,0.041,,0.06,0.06
1659,,0.069,,0.021,0.021
1660,,0.191,1.488,0.023,0.023
1661,,0.026,,0.06,0.06
1662,,0.237,,0.047,0.047
1663,,0.041,,0.141,0.141
1664,,0.029,,0.087,0.087
1665,,0.028,,0.049,0.049
1666,,0.167,,0.003,0.003
1667,,0.065,,0.037,0.037
1668,,0.019,,0.101,0.101
1669,,0.071,,0.075,0.075
1670,,0.076,,0.032,0.032
1671,,0.033,,0.088,0.088
1672,,0.046,,0.023,0.023
1673,,0.021,,0.108,0.108
1674,,0.043,,0.034,0.034
1675,,0.039,,0.033,0.033
1676,,0.037,,0.084,0.084
1677,,0.013,,0.194,0.194
1678,,1.106,,0.042,0.042
1679,,0.049,,0.027,0.027
1680,,0.028,2.174,0.019,0.019
1681,,0.017,,0.003,0.003
1682,,0.058,,0.079,0.079
1683,,0.036,,0.054,0.054
